Country,Operator,Type,Aboard,Fatalities,Ground,Survivors,SurvivalRate,Manufacturer,Year,Clust_ID
Sri Lanka,Loftleidir IcelandiAirlines,McDonnell Douglas DC-8-Super 63CF,262,183,0,79,0.301526718,McDonnell,1978,1
Kenya,Lufthansa,Boeing B-747-130,157,59,0,98,0.624203822,Boeing,1974,0
Malaysia,Malaysia Airlines,Boeing B-737-2H6,100,100,0,0,0.0,Boeing,1977,1
Indonesia,Mandala Airlines,Boeing 737-230,117,99,44,18,0.153846154,Boeing,2005,1
Indonesia,Mandala Airlines,Vickers Viscount 816,70,70,0,0,0.0,Vickers,1992,1
Canada,Maritime Central Airways,Douglas DC-4,79,79,0,0,0.0,Douglas,1957,1
Portugal,Martinair Holland NV,McDonnell Douglas DC-10-30CF,340,56,0,284,0.835294118,McDonnell,1992,0
Sri Lanka,Martinair Holland NV,McDonnell Douglas DC-8-55F,191,191,0,0,0.0,McDonnell,1974,1
Philippines,Merpati Nusantara Airlines,Vickers Viscount 828,69,69,0,0,0.0,Vickers,1971,1
Mexico,Mexicana,Boeing B-727-64,118,27,0,91,0.771186441,Boeing,1969,0
Mexico,Mexicana,Boeing B-727-264,167,167,0,0,0.0,Boeing,1986,1
Saudi Arabia,Middle East Airlines,Boeing B-720B-023B,82,82,0,0,0.0,Boeing,1976,1
Afghanistan,Military - Afghan Republican Air Force,Antonov AN-12,83,83,0,0,0.0,Antonov,1990,1
Afghanistan,Military - Afghan Republican Air Force,Antonov AN-32,76,76,0,0,0.0,Antonov,1993,1
Ethiopia,Military - Ethiopian Air Force,Antonov AN-26,73,73,0,0,0.0,Antonov,1982,1
Nigeria,Military - Federal Nigerian Air Force,Lockheed C-130H,158,158,0,0,0.0,Lockheed,1992,1
India,Military - Indian Air Force,Antonov An-12,77,77,1,0,0.0,Antonov,1978,1
India,Military - Indian Air Force,Antonov AN-12BP,98,98,0,0,0.0,Antonov,1968,1
Indonesia,Military - Indonesian Air Force,Lockheed C-130 Hercules,112,98,2,14,0.125,Lockheed,2009,1
Indonesia,Military - Indonesian Air Force,Lockheed C-130H-30,135,134,1,1,0.007407407,Lockheed,1991,1
Iran,Military - Iranian Air Force,Lockheed C-130HF,88,88,0,0,0.0,Lockheed,1997,1
Iran,Military - Iranian Air Force,Lockheed C-130,103,103,0,0,0.0,Lockheed,1986,1
Iran,Military - IslamiRepubliof Iran Air Force,Lockheed C-130B Hercules,94,94,14,0,0.0,Lockheed,2005,1
Iran,Military - IslamiRevolution's Guards Corps,Ilyushin Il-76MD,275,275,0,0,0.0,Ilyushin,2003,1
Isreal,Military - Israel Air Force /Military -  Israel Air Force,Sikorsky CH53D / Sikorsky CH53D,73,73,0,0,0.0,Sikorsky,1997,1
Nicaragua,Military - Nicaraguan Air Force,Mil Mi-8 (helicopter),88,84,0,4,0.045454545,Mil,1982,1
Saudi Arabia,Military - Royal Saudi Air Force,Lockheed C-130H,98,98,0,0,0.0,Lockheed,1991,1
Saudi Arabia,Military - Royal Saudi Air Force,Lockheed C-130E,89,89,0,0,0.0,Lockheed,1980,1
Chechnya,Military - Russian Air Force,Mil Mi-26,147,121,0,26,0.176870748,Mil,2002,1
Georgia,Military - Russian Air Force,Ilyushin IL-18D,86,86,0,0,0.0,Ilyushin,2000,1
Afghanistan,Military - Russian Air Force,Antonov AN-22,240,240,0,0,0.0,Antonov,1984,1
Russia,Military - Russian Air Force / Military - Russian Air Force,Ilyushin IL-76 / Mi-8 (helicopter),83,77,0,6,0.072289157,Ilyushin,1988,1
Sri Lanka,Military - Sri Lanka Air Force,Antonov AN-32,81,81,0,0,0.0,Antonov,1995,1
Sudan,Military - Sudanese Air Force,Lockheed C-130H,91,91,0,0,0.0,Lockheed,1996,1
South Korea,Military - U.S. Air Force,Douglas C-124C,159,22,0,137,0.86163522,Douglas,1957,0
Republic of Vietnam,Military - U.S. Air Force,Fairchild C-123K,79,79,0,0,0.0,Fairchild,1970,1
Japan,Military - U.S. Air Force,Douglas C-124A Globemaster II,129,129,0,0,0.0,Douglas,1953,1
Vietnam,Military - U.S. Air Force,Lockheed C-130B Hercules,155,155,0,0,0.0,Lockheed,1968,1
Kuwait,Military - U.S. Air Force,Lockheed C-130H,94,3,0,91,0.968085106,Lockheed,1999,0
Republic of Vietnam,Military - U.S. Air Force,Fairchild C-123C,85,85,0,0,0.0,Fairchild,1965,1
United States Of America,Military - U.S. Air Force,Boeing C-135A,85,85,0,0,0.0,Boeing,1965,1
Philippines,Military - U.S. Air Force,Boeing C-135B,84,79,0,5,0.05952381,Boeing,1964,1
United States Of America,Military - U.S. Air Force,Douglas C-124A Globemaster,115,87,0,28,0.243478261,Douglas,1952,1
Vietnam,Military - U.S. Air Force,Lockheed C-5A Galaxy,330,155,0,175,0.53030303,Lockheed,1975,0
United States Of America,Military - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship),76,73,0,3,0.039473684,Goodyear,1933,1
Russia,Military Soviet  Air Force - Aeroflot,Antonov An-12 - Ilyshin IL-14,120,120,0,0,0.0,Antonov,1968,1
Saudi Arabia,Nationair (chartered by Nigeria Airways),McDonnell Douglas DC-8 Super 61,261,261,0,0,0.0,McDonnell,1991,1
Mexico,National Airlines,McDonnell Douglas DC-10-10,128,1,0,127,0.9921875,McDonnell,1973,0
Nigeria,Nigeria Airways,Boeing B-737-2F9,137,9,0,128,0.934306569,Boeing,1995,0
Nigeria,Nigeria Airways,BAC VC-10-1101,87,87,0,0,0.0,BAC,1969,1
United States Of America,Northwest Airlines,McDonnell Douglas MD-82,155,154,2,1,0.006451613,McDonnell,1987,1
United States Of America,Northwest Airlines/ Northwest Airlines,Boeing B-727-251 / MD Douglas DC-9-14,198,8,0,190,0.95959596,Boeing,1990,0
United States Of America,Northwest Orient Airlines,Douglas DC-7CF,101,101,0,0,0.0,Douglas,1963,1
Greece,OlympiAirways,Douglas DC-6B,90,90,0,0,0.0,Douglas,1969,1
Thailand,One-Two-Go Airlines,McDonnell Douglas MD-82,130,90,0,40,0.307692308,McDonnell,2007,1
United States Of America,PacifiSouthwest Airlines / Private,Boeing B-727-214 / Cessna 172,137,137,7,0,0.0,Boeing,1978,1
Saudi Arabia,Pakistan International Airlines,Boeing B-707-340C,156,156,0,0,0.0,Boeing,1979,1
Nepal,Pakistan International Airlines,Airbus A300B4-203,167,167,0,0,0.0,Airbus,1992,1
Egypt,Pakistan International Airlines,Boeing B-720-040B,125,119,0,6,0.048,Boeing,1965,1
Macedonia,Palair Macedonian,Fokker 100,97,83,0,14,0.144329897,Fokker,1993,1
Indonesia,Pan American World Airways,Boeing B-707-321C,107,107,0,0,0.0,Boeing,1974,1
United States Of America,Pan American World Airways,Boeing B-727-235,145,145,8,0,0.0,Boeing,1982,1
Tahiti,Pan American World Airways,Boeing B-707-321B,79,78,0,1,0.012658228,Boeing,1973,1
United States Of America,Pan American World Airways,Boeing B-707-321B,153,0,0,153,1.0,Boeing,1965,0
Pakistan,Pan American World Airways,Boeing B-747-121,384,16,1,368,0.958333333,Boeing,1986,0
United States Of America,Pan American World Airways,Boeing B-707-121,81,81,0,0,0.0,Boeing,1963,1
Scotland,Pan American World Airways,Boeing B-747-121A,259,259,11,0,0.0,Boeing,1988,1
United States Of America,Pan American World Airways,Boeing B-747,298,1,0,297,0.996644295,Boeing,1974,0
Italy,Pan American World Airways,Boeing B-707-321B,177,30,0,147,0.830508475,Boeing,1973,0
Samoa,Pan American World Airways,Boeing B-707-321B,101,96,0,5,0.04950495,Boeing,1974,1
United States Of America,Pan American World Airways,Boeing B-747-121,218,0,0,218,1.0,Boeing,1971,0
Canary Islands,Pan American World Airways / KLM,Boeing B-747-121 / Boeing B-747-206B,644,583,0,61,0.094720497,Boeing,1977,1
Germany,Pan International,BAC One-Eleven 515FB,121,22,0,99,0.818181818,BAC,1971,0
Brazil,Panair do Brazil,McDonnell Douglas DC-8-33,105,15,0,90,0.857142857,McDonnell,1962,0
United States Of America,Paradise Airlines,Lockheed 049 Constellation,85,85,0,0,0.0,Lockheed,1964,1
Philippines,Philippine Air Lines,Airbus A.320-214,127,0,3,127,1.0,Airbus,1998,0
Pacific Ocean,Philippine Air Lines,Boeing B-747-200,293,1,0,292,0.996587031,Boeing,1994,0
Philippines,Philippine Air Lines,BAC One-Eleven 516FP,98,1,8,97,0.989795918,BAC,1989,0
Philippines,Philippine Air Lines,Boeing B-737-3Y0,119,8,0,111,0.932773109,Boeing,1990,0
Philippines,Philippine Air Lines,Airbus A.330-301,298,1,0,297,0.996644295,Airbus,2000,0
United States Of America,Piedmont Airlines / Private,Boeing B-727-22 / Cessna 310,82,82,0,0,0.0,Boeing,1967,1
Ireland,President Airlines,Douglas DC-6B,83,83,0,0,0.0,Douglas,1961,1
Ukraine,Pulkovo Airlines,Tupolev Tu-154M,170,170,0,0,0.0,Tupolev,2006,1
Morocco,Royal Air Maroc,Aerospatiale Caravelle 3,82,61,0,21,0.256097561,Aerospatiale,1970,1
Colombia,SAM Colombia,Boeing B-727-46,132,132,0,0,0.0,Boeing,1993,1
Ecuador,SAN Ecuador,Sud Aviation SE-210 Caravelle VIR,100,8,0,92,0.92,Sud,1983,0
Belgium,Sabena,Boeing B-707-320,72,72,1,0,0.0,Boeing,1961,1
Iran,Saha Airline Services,Boeing B-707-3J9C,169,3,0,166,0.982248521,Boeing,2005,0
Qatar,Saudi Arabian Airlines,Lockheed L-1011-200,291,2,0,289,0.993127148,Lockheed,1980,0
Saudi Arabia,Saudi Arabian Airlines,Lockheed 1011-200 TriStar,301,301,0,0,0.0,Lockheed,1980,1
India,Saudi Arabian Airlines / Kazastan Airlines,Boeing B-747-168B / Ilyushin IL-76TD,349,349,0,0,0.0,Boeing,1996,1
United States Of America,Scandinavian Airlines (SAS),McDonnell Douglas DC-10-30,177,0,0,177,1.0,McDonnell,1984,0
Sweden,Scandinavian Airlines (SAS),MDonnell Douglas MD-81,129,0,0,129,1.0,MDonnell,1991,0
Italy,Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,114,114,4,0,0.0,MD,2001,1
Russia,Sibir (S7),Airbus A-310-324ET,203,128,0,75,0.369458128,Airbus,2006,1
Russia,Sibir Airlines,Tupolev Tu-154M,78,78,0,0,0.0,Tupolev,2001,1
Indonesia,SilkAir,Boeing B-737-300,104,104,0,0,0.0,Boeing,1997,1
Taiwan,Singapore Airlines,Boeing B-747-412,179,83,0,96,0.536312849,Boeing,2000,0
Morocco,Sobelair SA (Belgium),Sud-Aviation Caravelle VI-N,106,106,0,0,0.0,Sud,1973,1
Nigeria,Sosoliso Airlines,McDonnell DC-9-32,109,108,0,1,0.009174312,McDonnell,2005,1
Namibia,South African Airways,Boeing B-707-344C,128,123,0,5,0.0390625,Boeing,1968,1
Indian Ocean,South African Airways,Boeing B-747-244B,159,159,0,0,0.0,Boeing,1987,1
United States Of America,Southern Airways,McDonnell Douglas DC-9-31,85,62,8,23,0.270588235,McDonnell,1977,1
United States Of America,Southern Airways,McDonnell Douglas DC-9-31,75,75,0,0,0.0,McDonnell,1970,1
United States Of America,Southwest Airlines,Boeing B-737-7H4,103,0,1,103,1.0,Boeing,2005,0
United States Of America,Southwest Airlines,Boeing B-737-3T5,142,0,0,142,1.0,Boeing,2000,0
Spain,Spanair,McDonnell Douglas MD-82,172,154,0,18,0.104651163,McDonnell,2008,1
Spain,Spantax,McDonnell Douglas DC-10-30CF,394,50,0,344,0.873096447,McDonnell,1982,0
Canary Islands,Spantax,Convair CV-990-30A-5 Coronado,155,155,0,0,0.0,Convair,1972,1
United Arab Emirates,Sterling Airways,Aerospatiale Caravelle Super 10B,112,112,0,0,0.0,Aerospatiale,1972,1
Sudan,Sudan Airways,Airbus A-310-324,214,32,0,182,0.85046729,Airbus,2008,0
Sudan,Sudan Airways,Boeing 737-2J8C,117,116,0,1,0.008547009,Boeing,2003,1
Surinam,Surinam Airways,McDonnell Douglas DC-8 Super 62,187,176,0,11,0.058823529,McDonnell,1989,1
Switzerland,Swissair,Sud-Aviation Caravelle III,80,80,0,0,0.0,Sud,1963,1
Greece,Swissair,McDonnell Douglas DC-8-62,156,14,0,142,0.91025641,McDonnell,1979,0
Canada,Swissair,McDonnell Douglas MD-11,229,229,0,0,0.0,McDonnell,1998,1
Angola,TAAG Angola Airlines,Boeing B-737-200,130,130,0,0,0.0,Boeing,1983,1
Honduras,TACA International Airlines,Airbus A-320-233,136,3,2,133,0.977941176,Airbus,2008,0
Brazil,TAM (Brazil),Airbus A-320-233,187,187,12,0,0.0,Airbus,2007,1
Brazil,TAM (Brazil),Fokker 100,95,95,3,0,0.0,Fokker,1996,1
Colombia,TAME,Boeing B-727-134,92,92,0,0,0.0,Boeing,2002,1
Ecuador,TAME,Boeing B-737-2V2,119,119,0,0,0.0,Boeing,1983,1
Honduras,TAN,Boeing B-727-224,146,127,0,19,0.130136986,Boeing,1989,1
Peru,TANS Peru,Boeing B-737-244,98,40,0,58,0.591836735,Boeing,2005,1
Portugal,TAP (Air Portugal),Boeing B-727-282,164,131,0,33,0.201219512,Boeing,1977,1
Tajikistan,Tajikistan Airlines,Yakovlev YAK-40,86,82,0,4,0.046511628,Yakovlev,1993,1
United Arab Emirates,Tajikistan Airlines,Tupolev TU-154,86,85,0,1,0.011627907,Tupolev,1997,1
Mauretania,Tarom,Tupolev TU-154B-1,168,1,0,167,0.994047619,Tupolev,1980,0
Nepal,Thai Airways,Airbus A310-304,113,113,0,0,0.0,Airbus,1992,1
Thiland,Thai Airways,Boeing B-737-2P5,83,83,0,0,0.0,Boeing,1987,1
Thailand,Thai Airways,Airbus A-310-204,146,102,0,44,0.301369863,Airbus,1998,1
Canada,Trans Canada Air Lines,McDonnell Douglas DC-8F-54F,118,118,0,0,0.0,McDonnell,1963,1
Angola,Trans Service Airlift,Lockheed L-188C Electra,144,141,0,3,0.020833333,Lockheed,1995,1
United States Of America,Trans World Airlines,Lockheed 049 Constellation,78,78,0,0,0.0,Lockheed,1961,1
Greece,Trans World Airlines,Boeing B-727,121,4,0,117,0.966942149,Boeing,1986,0
Greece,Trans World Airlines,Boeing B-727-231,153,1,0,152,0.993464052,Boeing,1985,0
United States Of America,Trans World Airlines,Boeing B-747-131,230,230,0,0,0.0,Boeing,1996,1
United States Of America,Trans World Airlines,Convair CV-880-22-1,82,70,0,12,0.146341463,Convair,1967,1
United States Of America,Trans World Airlines,Boeing B-707-331B,149,1,0,148,0.993288591,Boeing,1973,0
Greece,Trans World Airlines,Boeing B-707-331B,88,88,0,0,0.0,Boeing,1974,1
United States Of America,Trans World Airlines,Boeing B-727-231,92,92,0,0,0.0,Boeing,1974,1
United States Of America,Trans World Airlines,Lockheed L-1011,292,0,0,292,1.0,Lockheed,1992,0
United States Of America,Trans World Airlines / Eastern Air Lines,Boeing B-707-131B / L1049C Constellation,112,4,0,108,0.964285714,Boeing,1965,0
United States Of America,Trans World Airlines / Private,McDonnell Douglas DC-9-82 / Cessna 441,142,2,0,140,0.985915493,McDonnell,1994,0
United States Of America,Transair Georgia Airlines,Tupolev TU-154B,132,106,0,26,0.196969697,Tupolev,1993,1
Colombia,Transportes Aereos del Caribe,Aerospatiale Caravelle 6R,70,70,0,0,0.0,Aerospatiale,1980,1
Czechoslovakia,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Ilyushin IL-18B,82,82,0,0,0.0,Ilyushin,1966,1
Netherland,Turkish Airlines,Boeing 737-8F2,134,9,0,125,0.932835821,Boeing,2009,0
France,Turkish Airlines (THY),McDonnell Douglas DC-10-10,346,346,0,0,0.0,McDonnell,1974,1
Turkey,Turkish Airlines (THY),Boeing B-727-2F2,154,154,0,0,0.0,Boeing,1976,1
Turkey,Turkish Airlines (THY),BAe Avro RJ-100,80,75,0,5,0.0625,BAe,2003,1
Turkey,Turkish Airlines (THY),Fokker F-28 Fellowship 1000,73,66,0,7,0.095890411,Fokker,1974,1
United States Of America,US Airways,Airbus A320-214,155,0,0,155,1.0,Airbus,2009,0
United States Of America,USAir,Boeing B-737-3B7,132,132,0,0,0.0,Boeing,1994,1
Congo,Ukrainian Cargo Airlines -  Congolese Army Charter,Illyushin 76,200,129,0,71,0.355,Illyushin,2003,1
Turkey,Ukranian-Mediterranean Airlines,Yakovlev 42D,75,75,0,0,0.0,Yakovlev,2003,1
Taiwan,Uni Air,McDonnell Douglas MD-90-30,96,1,0,95,0.989583333,McDonnell,1999,0
Spain,Union des Transportes Aeriens,Douglas DC-6B,80,80,0,0,0.0,Douglas,1964,1
Niger,Union des Transportes Aeriens,McDonnell Douglas DC-10-30,171,171,0,0,0.0,McDonnell,1989,1
Benin,Union des Transports Aeriens de Guinee,Boeing B-727-223,161,140,0,21,0.130434783,Boeing,2003,1
Iowa,United Air Lines,McDonnell Douglas DC-10-10,298,112,0,186,0.624161074,McDonnell,1989,0
United States Of America,United Air Lines,Boeing B-747-122,356,9,0,347,0.974719101,Boeing,1989,0
United States Of America,United Air Lines,McDonnell Douglas DC-8-12,122,17,1,105,0.860655738,McDonnell,1961,0
Oregon,United Air Lines,McDonnell Douglas DC-8-61,189,10,0,179,0.947089947,McDonnell,1978,0
Pacific Ocean,United Air Lines,Boeing B-747-122,393,1,0,392,0.997455471,Boeing,1997,0
United States Of America,United Air Lines / Trans World Airlines,Douglas DC-7 / Lockheed S Constellation,128,128,0,0,0.0,Douglas,1956,1
United States Of America,United Air Lines / Trans World Airlines,MD DC-8-11 / Lockheed  1049 S Const,128,128,6,0,0.0,MD,1960,1
Egypt,United Arab Airlines,Ilyushin IL-18D,105,100,0,5,0.047619048,Ilyushin,1969,1
Brazil,VASP,Boeing B-737-200,118,2,0,116,0.983050847,Boeing,1982,0
Brazil,VASP,Boeing B-727-212A,137,137,0,0,0.0,Boeing,1982,1
United States Of America,ValuJet,McDonnell Douglas DC-9-32,110,110,0,0,0.0,McDonnell,1996,1
Peru,Varig,Boeing B-707-441,97,97,0,0,0.0,Boeing,1962,1
France,Varig,Boeing B-707-345C,134,123,0,11,0.082089552,Boeing,1973,1
Liberia,Varig,McDonnell Douglas DC-8-33,90,51,5,39,0.433333333,McDonnell,1967,1
Venezuela,Venezolana Internacional de Aviacion,McDonnell Douglas DC-9-32,84,84,70,0,0.0,McDonnell,1969,1
Russia,Vladivostokavia,Tupolev TU-154M,145,145,0,0,0.0,Tupolev,2001,1
Norway,Vnokovo Airlines,Tupolev TU-154M,141,141,0,0,0.0,Tupolev,1996,1
Saudi Arabia,Vnukovo Airlines,Tupolev 154M,174,3,0,171,0.982758621,Tupolev,2001,0
Botswana,Wenela Air Services,Douglas DC-4,84,78,0,6,0.071428571,Douglas,1974,1
Venezuela,West Caribbean Airways,McDonnell Douglas MD-82,160,160,0,0,0.0,McDonnell,2005,1
Mexico,Western Airlines,McDonnell Douglas DC-10-10,88,72,1,16,0.181818182,McDonnell,1979,1
democratic republic Of Congo,Wimbi Dira Airways,Antonov 12V,100,2,0,98,0.98,Antonov,2005,0
United States Of America,World Airways,McDonnell Douglas DC-10-30CF,212,2,0,210,0.990566038,McDonnell,1982,0
Mariana Islands,World Airways,Douglas DC-6AB,94,80,0,14,0.14893617,Douglas,1960,1
